,ques_en,ans_en,ques_ha,ans_ha,label,image_id_2
2239,What meat is on the plate?,Hot dog.,Wani nama ne akan farantin?,Hot dog.,1263,2398788
2240,How many laptops on the table?,One.,Kwamfutar tafi da gidan ka guda nawa ce akan teburin?,Ɗaya.,2716,2327435
2241,What color is the sidewalk?,Gray.,Menene launin gefen wurin tafiyar?,Ruwan toka.,2087,2341227
2242,What is in the woman hand?,A cupcake.,Menene a hannun matar?,Kof kek.,1509,2362211
2243,Who has dark hair?,Woman and man.,Wa yake da baƙin gashi?,Mace da namijin.,1720,2362211
2244,What color are the desktops?,Light brown.,Menene launin kwamfutar kan tebur ɗin?,Ruwan ƙasa me haske.,2100,2338866
2245,What color are the man in the purple shirt's jeans?,Blue.,Menene launin wandon mutumin me sanye da riga ruwan melmo?,Shuɗi.,2230,2338866
2246,What cat is in the sunlight?,The cat on the back of the chair.,Wace magen ce a cikin rana?,Magen da take bayan kujerar.,1740,2416677
2247,How many lilies are there?,None.,Furannin Lili nawa ne a wurin?,Babu.,640,2320900
2248,What is the woman carrying?,A white handbag.,Me matar take riƙe da?,Farar jakar hannu.,1014,2387389
2249,What is above the clock face?,A window.,Menene a saman fuskar agogon?,Taga.,2331,2362585
2250,When was this taken?,Daytime.,Da yaushe aka ɗauki wannan?,Da rana.,860,2383743
2251,Where is this taken?,On a dirt road.,A ina aka ɗauki wannan?,Akan hanya me datti.,497,2383743
2252,How is the street made?,Of concrete.,Yaya akayi hanyar?,Da kankare.,851,2376831
2253,What color is the remote?,Black.,Menene launin rimot ɗin?,Baƙi.,729,2413005
2254,When was this?,Wintertime.,Da yaushe ne hakan?,Lokacin sanyi.,1708,2317342
2255,What color is the snow?,White.,Wani launi ne ƙanƙarar?,Fari.,1039,2327489
2256,What color are the peppers?,Red and yellow.,Menene launin tattasan?,Ja da rawaya?.,1312,2410109
2257,What color are the peppers?,Yellow and red.,Menene launin tattasan?,Rawaya da ja.,2021,2410109
2258,What is the color of the grass?,Green.,Menene launin ciyawar?,Kore.,1530,2319876
2259,How many pizzas are there?,One.,Fiza guda nawa ne a wurin?,Ɗaya.,2716,2317521
2260,What is sticking out of the ground behind the first man?,Poles.,Menene yake tsirowa daga ƙasa bayan namijin farkon?,Pol.,1982,2366070
2261,What is the dog doing?,No dog.,Me karen yakeyi?,Babu kare.,632,2396267
2262,What are the pews made of?,Wood.,Da me akayi bencika?,Katako.,1475,2368090
2263,Who is hanging on the cross?,Jesus.,Wa yake reto daga kurus ɗin?,Yesu.,2651,2368090
2264,What is the food on?,Plate.,Akan me abuncin yake?,Faranti.,1011,2398788
2265,What is the man wearing on around his neck?,A necklace.,Me mutumin yake sanye dashi a zagayen wuyansa?,Sarƙa.,2182,2327435
2266,What color is the toilet?,White.,Menene launin bayan gidan?,Fari.,1039,2346455
2267,Where is the trash can?,Left side of the toilet.,Ina kwandon sharar?,Daga gefen hagun bayan gidan.,885,2346455
2268,What part of the broccoli is it?,Crown.,Wani ɓangaren borokili ne wannan?,Saman sa.,2160,2404623
2269,"What is the broccoli, cooked or raw?",Cooked.,"Yaya broccolin yake, a dafe ko ɗanye?",A dafe.,143,2404623
2270,Why is there no empty spot?,Full.,Me yasa babu inda bai cika ba.?,Ya cika.,2568,2359188
2271,What color is the wall?,Beige.,Menene launin bangon?,Biege.,743,2353674
2272,Where is the wire placed?,Circular plug in socket.,Ina wayar take ajjiye?,Zagayayyen wurin jonawa.,2662,2361179
2273,What color is the sink?,Silver.,Wani launi ne wajan wanke hannu ɗin?,Ruwan azurfa.,2059,2335423
2274,What is the floor made of?,Tile.,Da me akayi daɓen ƙasan?,Tayal.,2397,2335423
2275,Where is the picture taken?,At a restaurant.,A iana aka ɗauki hoton?,A wurin cin abinci.,387,2336932
2276,What is wooden?,The bench.,Menene na katako.?,Bencin.,739,2393564
2277,When is this?,Daytime.,Yaushe ne wannan?,Da rana.,860,2348490
2278,What is the large black object in front of the windows?,A TV.,Menene babba baƙi abu da yake a gaban tagar?,Talabijin.,2347,2369489
2279,When was the photo taken?,Daytime.,Da yaushe aka ɗauki hoton?,Da rana.,860,2352795
2280,Where is the road?,Behind the woman.,Ina titin yake?,Bayan matar.,698,2413338
2281,What color is the guardrail?,Grey.,Menene launin tsaron titin?,Ruwan toka.,2087,2413338
2282,What is on the bed?,"Fur spread, and a pillow.",Menene a kan gadon?,Shinfidar gashi da matashi.,2204,2412969
2283,How many different vegetables are pictured?,4,Nawa ne adadin kayan lambu daban-daban a hoton?,4,28,2410109
2284,How many people are in the picture?,1,Nawa ne adadin mutane a cikin hoton?,1,8,2392102
2285,What is the black furniture in front of the chair?,An ottoman.,Menene baƙin kayan ɗaki a gaban kujerar?,Ottoman.,1971,2402704
2286,What is the boy doing?,Yawning.,Me yaron yake yi?,Hamma.,1217,2336518
2287,What sits right above the sink?,Faucet.,Menene ya zauna a saman sink ɗin?,Famfo.,1004,2370248
2288,How many people are in this picture?,Two.,Nawa ne adadin mutane a cikin hoton?,Biyu.,761,2317309
2289,What are the yellow objects behind the zebra?,Flowers.,Wasu abubuwa ne rawaya a bayan jakin dawan?,Furanni.,1105,2392896
2290,Where is the sink?,Wall.,Ina sink ɗin?,Bango.,662,2346455
2291,What is the woman holding?,Cupcake.,Me matar take riƙe da shi?,Cupcake.,836,2362211
2292,Where is the desk chair?,At the desk.,Ina kujerar tebur ɗin?,A teburin.,361,2338866
2293,What are the benches called?,Pews.,Me ake kiran bencinan?,Pews.,1980,2324239
2294,What is on the wall?,Drawings.,Menene a jikin bangon?,Zane-zane.,2667,2357813
2295,What is in the image?,Microwave.,Menene a cikin hoton?,Microwave.,1855,2361179
2296,Where was the picture taken?,In a kitchen.,A ina aka ɗauka hoton?,A cikin madafa.,127,2335423
2297,What time is it?,Daytime.,Wani lokaci ne wannan?,Da rana.,860,2316259
2298,When is the picture taken?,Daytime.,Yaushe aka ɗauka hoton?,Da rana.,860,2336932
2299,What is this woman wearing?,A grey sweater and blue jeans.,Me wannan matar take sanye da shi?,Suwaita ruwan toka da shuɗin jeans.,2302,2393564
2300,Who has a white shirt?,A man.,Wanene yake da farar riga?,Mutumi.,1906,2359015
2301,What day of the week is it?,Tuesday.,Wacce ranar sati ce wannan?,Talata.,2348,2359015
2302,How big is this bed?,Small.,Yaya girman wannan gadon?,Ƙarami.,2738,2412969
2303,What is the weather like?,Stormy.,Kamar yaya yanayin yake?,Gajimare mai duhu.,1130,2411285
2304,What is the main color of the field?,Green.,Menene jigon launin Filin?,Kore.,1530,2411285
2305,When is the picture taken?,Daytime.,Yaushe aka ɗauka wannan hoton?,Da rana.,860,2384006
2306,When was the picture taken?,Daytime.,Yaushe aka ɗauka hoton?,Da rana.,860,2331840
2307,Where is the wave breaking?,The ocean.,A ina igiyar ruwan take rarrabewa?,Tekun.,2410,2390714
2308,Where is this coffee from?,Starbucks.,Daga ina wannan kofe yake?,Starbucks.,2255,2330621
2309,What is on the left top of the picture?,The blue bench is on the left top of the picture.,Menene a saman hagun hoton?,Shuɗin bencin ne a saman hagun hoton.,2231,2389358
2310,What food is there?,Pizza.,Wani abinci ne a gurin?,Fizza.,1094,2317521
2311,Where was the picture taken?,In a restaurant.,A ina aka ɗauka hoton?,A gurin cin abinci.,209,2336518
2312,When is the bus arriving?,No bus.,Yaushe bas ɗin zata iso?,Babu bas.,628,2396267
2313,What is the first word on the mirror?,Objects.,Menene kalmar  farko a jikin madubin?,Objects.,1962,2389474
2314,What is on the skater's head?,Hat.,Menene a kan mai sulun allo mai taya?,Hula.,1273,2402674
2315,What is the floor made of?,Tiles.,Da me akayi ƙasan?,Tayel.,2398,2317309
2316,Who is wearing glasses?,A woman.,Waye yake sanye da gilashi?,Mata.,1809,2317309
2317,How can these two different animals live together?,They are both herbivores and pose no threat.,Ta yaya wa'ennan dabbobi biyu mabanbanta zasu iya rayuwa tare?,Dukkan su maciya ciyawa ne kuma basa janyo barazana.,985,2388762
2318,What is in the background?,The building.,Menene a bayan hoton?,Gini.,1183,2360305
2319,How many cats are pictured?,Five.,Nawa ne adadin maguna a hoton?,Biyar.,759,2416677
2320,How many windows in the top row?,Three.,Nawa ne adadin tagogi a jeren sama?,Uku.,2495,2324239
2321,What are the ladies drinking?,Beer.,Me ƴan matan suke sha?,Giya.,1191,2364371
2322,Where are windows?,On the bus.,Ina tagogin?,A jikin bas ɗin.,233,2401075
2323,Where are these animals?,Farm.,Ina waɗannan dabbobin?,Gona.,1197,2316259
2324,How many towers are in the background?,2,Nawane adadin hasumiya a cikin bayan hoton?,2,20,2362585
2325,What color is the man's coat?,Gray.,Menene launin kwat ɗin mutumin?,Ruwan toka.,2087,2414854
2326,What color is the truck?,Black.,Menene launin babbar motar?,Baƙa.,717,2383743
2327,How many clouds are in the picture?,Zero.,Nawa ne adadin gajimare a cikin hoton?,Sifili.,2238,2391201
2328,What is this a picture of?,A house that's half torn down.,Hoton menene wannan?,Gidan da rabin shi ya rushe.,1171,2370375
2329,Where is everyone standing?,On the grass.,A ina kowa yake tsaye?,A kan ciyawa.,263,2366013
2330,What kind of day is it?,Cloudy.,Wacce irin rana ce wannan?,Mai gajimare.,1751,2366013
2331,What is in the sky?,Kites.,Menene a sama?,Jirgin leda.,1369,2366013
2332,What is the red condiment?,Ketchup.,Menene jan sinadarin?,Ketchup.,1496,2367008
2333,Where is mustard?,Hot dog.,Ina mustard?,Hot dog.,1263,2367008
2334,What is growing around the fencing?,Trees.,Menene yake girma a zagaye da shingen?,Bishiyoyi.,756,2394543
2335,What pattern are the zebras?,Striped.,Wani tsari ne da jakin dawan?,Mai ratsi.,1770,2358019
2336,What color is the inside of the car?,Black.,Wani launi ne cikin motar?,Baƙi.,729,2352795
2337,What is the color of the grass?,Green.,Wani launi ne ciyawar?,Kore.,1530,2384006
2338,Where was the photo taken?,In a car.,A ina aka dauka hoton?,A cikin mota.,128,2352795
2339,Why was this photo taken?,To advertise.,Me yasa aka dauka wannan hoton?,Don talla.,969,2321949
2340,What is the yellow colored sauce?,Mustard.,Menene mai miya mai launin ɗorawa?,Mustard.,1878,2376927
2341,What is the color of the flowers?,Purple.,Menene launin furannin?,Ruwan malmo.,2077,2319876
2342,When was the photo taken?,During the day.,Yaushe aka ɗauka hoton?,Da rana.,860,2415522
2343,What color is the sidewalk?,Brown.,Menene launin gefen hanyan?,Ruwan ƙasa.,2105,2389358
2344,What is on the ground?,Lines.,Menene a ƙasa?,Layuka.,1675,2389358
2345,When does the scene take place?,During daytime.,Yaushe yanayin ya faru?,Lokacin rana.,1707,2366070
2346,Where is the frisbee?,In the man's hand.,Ina firisbi ɗin?,A hannun mutumin.,224,2366070
2347,What color is the tail light?,Red.,Wani launi ne hasken jelar?,Ja.,1321,2396267
2348,Who took the photo?,Parent.,Wanene ya ɗauka hoton?,Iyaye.,1304,2324364
2349,Who is on the railing?,Skater's friend.,Waye a kan shingen?,Abokin mai sullun allo mai taya.,430,2402674
2350,Where was this picture taken?,The picture was taken in a building.,A ina aka ɗauka wannan hoton?,An ɗauka hoton a cikin ginin.,583,2317309
2351,Where is the man?,On the couch.,Ina mutumin?,A kan kujerar.,286,2327435
2352,What kind of dog is pictured?,German shepherd.,Wani irin kare ne a hoton?,German shepherd.,1164,2406272
2353,What color are the bear's pants?,Blue.,Menene launin wandon dabbar beya ɗin?,Shuɗi.,2230,2319315
2354,Where is the man in the blue shirt sitting?,On the desk.,A ina mutumin cikin shuɗiyar riga yake zaune?,A kan tebur.,298,2338866
2355,What color are the giraffes?,Brown and yellow.,Menene launin raƙuman dawan?,Ruwan ƙasa da ruwan ɗorawa.,2094,2353674
2356,Where was this photo taken?,At an animal exhibit.,A ina aka ɗauka wannan hoton?,A gurin nuna dabbobi.,210,2353674
2357,What is in the hole?,Rebar.,Menene a cikin ramin?,Rebar.,2031,2361751
2358,Where is the bus?,In the street.,Ina bas ɗin?,A titin.,365,2401075
2359,Where is the lamp?,On the shelf.,Ina fitilar?,A kan ma'ajiya.,289,2357813
2360,What is behind the microwave?,Cord.,Menene a bayan makuroweb ɗin?,Waya.,2547,2361179
2361,What is the length of the tie?,Super long.,Menene tsayin ɗamarar wuyan?,Tsayi sosai.,2451,2414854
2362,What vehicle is pictured?,A truck.,Wani abin hawa ne a hoton?,Babbar mota.,621,2383743
2363,Where was the photo taken?,At a table in a restaurant.,A ina aka ɗauka hoton?,Akan tebur ɗin gurin cin abinci.,527,2379065
2364,What color is the blanket?,Blue.,Menene launin bargon?,Shuɗi.,2230,2348828
2365,Who is barefoot?,The baby.,Waye marar takalmi?,Jaririn.,1349,2403936
2366,How many signs are in the photo?,Two.,Nawane adadin alamu a cikin hoton?,Biyu.,761,2402220
2367,What is the weather like?,Cloudy.,Kamar yaya yanayin yake?,Mai gajimare.,1751,2366013
2368,What is on the side of the airplane?,Name.,Menene a jikin gefen jirgin saman?,Suna.,2294,2359015
2369,Where is he?,Ski slope.,Ina yake?,Gangarar sulun ƙanƙara.,1134,2317342
2370,How many people are there?,1,Nawane adadin mutane a gurin?,1,8,2384006
2371,What color is the man's shirt?,White.,Menene launin rigar mutumin?,Fara.,1009,2337956
2372,What color is the sky?,Blue.,Menene launin sararin samaniya?,Shuɗi.,2230,2395604
2373,Where are beige bricks?,On the wall.,Ina jan bulo mai launin beige?,A jikin bango.,231,2402704
2374,Where is this location?,Living room.,Ina ne wannan gurin?,Ɗakin zama.,2698,2339054
2375,How many people are there?,One.,Nawane adadin mutane a gurin?,Ɗaya.,2716,2339054
2376,What color is the counter?,Brown.,Menene launin kantar?,Ruwan ƙasa.,2105,2317521
2377,What kind of apples?,Red and yellow.,Wasu irin tuffa?,Ja da ruwan ɗorawa.,1314,2360453
2378,When was this?,Daytime.,Yaushe ne wannan?,Da rana.,860,2327375
2379,What color are the tree leaves?,Green.,Menene launin ganyenyakin bishiya?,Kore.,1530,2355107
2380,What has a blue cap?,Fire hydrant.,Menene yakeda shuɗin murfi?,Famfon gobara.,1005,2389474
2381,What is the girl doing?,Playing a game.,Me yarinyar takeyi?,Yin wasa.,2656,2328574
2382,What color is the chair pad?,Green.,Menene launin yadin kujerar?,Kore.,1530,2408308
2383,What is white and paper?,A plate.,Menene fari kuma takarda?,Farantin.,1012,2364594
2384,What is in the glass?,Ice.,Menene a cikin gilas?,Ƙanƙara.,2729,2398788
2385,What animals are in the distance?,Gazelles.,Wasu dabbobi ne a nesa?,Gazelles.,1149,2388762
2386,What is the structure overhead?,Metal and glass.,Wanne abu aka kafa a saman kai?,Ƙarfe da gilas.,2743,2360305
2387,What do the white lines do?,Separate traffic.,Me fararen layukan sukeyi?,Rarraba jerin ababan hawa.,2013,2401075
2388,What color are all the vases?,Pink.,Wani launi ne da duka tukwanen furannin?,Ruwan hoda.,2067,2320900
2389,What color is the fridge?,White.,Menene launin firjin?,Fari.,1039,2357813
2390,What is the woman doing?,Using her mobile phone.,Me matar take yi?,Amfani da wayar hannun ta.,577,2387389
2391,What body part is pictured on the building?,Hand.,Wani ɓangaren jiki ne a hoton jikin ginin?,Hannu.,1221,2389027
2392,What is the tower made of?,Stone.,Da me akayi hasumiyar?,Dutse.,995,2390120
2393,What color is the grass?,Green.,Menene launin ciyawar?,Kore.,1530,2385265
2394,What color is man's shirt?,Gray.,Menene launin rigar mutumin?,Ruwan toka.,2087,2414854
2395,How many cats are there?,1,Nawane adadin mage a gurin?,1,8,2348828
2396,What is below the mirror?,A wooden table.,Menene daga ƙasan madubin?,Teburin katako.,2408,2365284
2397,What is the girl doing?,Playing.,Me yarinyar takeyi?,Wasa.,2526,2384006
2398,Where is this scene?,On the water.,Ina ne wurin nan?,Akan ruwa.,519,2417150
2399,What is on the pizza?,Cheese.,Menene akan fiza?,Cikwi.,809,2317521
2400,What is the man wearing?,Glasses.,Me mutumin yake sanye da?,Tabarau.,2319,2336518
2401,Who is playing a game?,The girl.,Waye yake wasa.?,Yarinyar.,2638,2328574
2402,What does the food look like?,Face.,Da me abincin yayi kama?,Fuska.,1110,2404623
2403,Where are white lines?,On the ground.,Ina fararen layikan?,A ƙasa.,400,2411981
2404,Why is this atmosphere so dark?,It is nighttime.,Me yasa yanayin yayi duhu?,Lokacin dare ne.,1699,2341227
2405,Where are the cats?,On a chair.,Ina magunan suke?,Akan kujera.,509,2416677
2406,What color is the vegetation?,Green.,Menene launin  ciyayin?,Kore.,1530,2353674
2407,What color is the walls?,Porcelain.,Menene launin bangon?,Porcelain.,1984,2357813
2408,What is holding up the sign?,Post.,Me yake riƙe alamar?,Sanda.,2168,2389027
2409,How many glasses are there?,4,Kofin tangaran nawa ne a wurin?,4,28,2336932
2410,Where is the plate?,In the table.,Ina farantain yake?,Akan tebur.,528,2336932
2411,How is the girl's hair length?,Long.,Yaya tsawon gashin yarinyar yake?,Dogo.,942,2390767
2412,What color is the cat?,Orange.,Menene launin kyanwar?,Ruwan lemo.,2075,2348828
2413,What is the sofa called?,Futon.,Menene sunan kujerar?,Futon.,1115,2369489
2414,How many pillows are on the bed?,1,Filalluka nawa ne akan gadon?,1,8,2412969
2415,What color is the truck?,White.,Menene launin babbar motar?,Fari.,1039,2321949
2416,Where is the mustard?,On the hotdog.,Ina mustard yake?,Akan hotdog.,501,2376927
2417,What is on the bushes?,Flowers.,Menene akan ciyayin?,Furrai.,1108,2319876
2418,What is this vegetable?,Broccoli.,Menene wannan kayan lambun?,Broccoli.,764,2360453
2419,Who is present?,People.,Wa yake nan?,Mutane.,1886,2327375
2420,What is on the table?,A drink.,Menene akan teburin?,Abunsha.,451,2328574
2421,What color is the chair's seat?,Green.,Menene launin wurin zaman kan kujerar?,Kore.,1530,2408308
2422,What type of floor is shown?,Wood.,Wanne irin daɓe aka nuna?,Katako.,1475,2316160
2423,What is on the plate?,Hotdogs.,Menene akan faranatin?,Hot dogs.,1265,2364594
2424,What is sitting on the ground?,Baby zebra.,Me yake zaune akan ƙasa?,Yaron jakin dawan.,2641,2392896
