,ques_en,ans_en,ques_ha,ans_ha,label,image_id_2
951,Why make_up there corner there?,To pack stuff in.,Me yasa kayan shafawa a ciki?,Don kwashe kaya a ciki.,959,2335243
952,"Where is ""W"" written?",On tennis racket.,"A ina aka rubuta ""W""?",A jikin raket ɗin tanis.,244,2367897
953,What is along the zebra's head?,A mane.,Menene tare da kai na Zebra?,Geza.,1165,2401272
954,Why is this atmosphere so dark?,It is nighttime.,Me yasa yanayin yayi duhu?,Lokacin dare ne.,1699,2341227
955,What color is the scissors?,Orange.,Menene launin almakashin?,Orange.,1970,2412914
956,What color is the tabularise decoration?,Green.,Wane launi ne ado na tabularis?,Kore.,1530,2346865
957,What do the civilise say?,Marc.,Me wa'azin yake fada?,Marc.,1791,2370905
958,Where was the picture taken?,At a restaurant.,A ina aka ɗauki hoton?,A wurin cin abinci.,387,2360055
959,Where was the picture taken?,Home office.,A ina aka ɗauka hoton?,Ofishin gida.,1966,2335099
960,What color is the sky?,Grey.,Menene launin sama?,Ruwan ƙasa.,2105,2405669
961,What is at the top?,Building.,Menene a saman?,Gini.,1183,2410197
962,Where is the white colored door?,On the side of the train.,Ina farin kofa?,A bakin jirgin ƙasan.,55,2374384
963,When was this picture_show taken?,Daytime.,Yaushe wannan hoto_show ya ɗauka?,Da rana.,860,2418455
964,When is it?,Noon.,Yaushe ne?,Tsakiyar rana.,2432,2318401
965,What is the color of the cheese?,White.,Menene launin cukui?,Fari.,1039,2401948
966,How many dogs are in this picture?,One.,Karnika nawa ne a hoton?,Ɗaya.,2716,2382489
967,What equal leafy_vegetable on the plate?,Brussels sprouts.,Menene daidai kayan lambu a kan farantin?,Brussels sprouts.,766,2363748
968,What color is the trailer on the gray truck?,White.,Wani launi ne da tirelar kan babbar mota ruwan toka?,Fari.,1039,2411981
969,What is the man doing?,Pitching.,Me mutumin yake yi?,Saitawa.,2149,2331840
970,What make_up along the girl's head?,A hat.,Wane irin kayan kwalliya a kan yarinyar?,Hula.,1273,2392832
971,What coloring is the plane?,"Green, blue, and white.",Wane launi ne jirgin sama?,"Kore, shuɗi da fari.",1529,2409310
972,What does the guy have along his head?,Hat.,Menene mutumin da yake tare da kansa?,Hula.,1273,2419415
973,What is the pattern along the plane part?,Stripes.,Mece ce tsarin a gefen jirgin?,Layi-layi.,1668,2363132
974,How many planes are shown?,Two.,Ana nuna jirage nawa?,Biyu.,761,2418827
975,How many cats?,One.,Nawane adadin maguna?,Ɗaya.,2716,2316490
976,What color are letters?,White.,Wane launi ne haruffa?,Fari.,1039,2319154
977,What is behind the horse?,Metal fence.,Menene a bayan dokin?,Shingen ƙarfe.,2207,2418140
978,How many computers are there?,1,Nawane adadin kwamfuta a gurin?,1,8,2335099
979,Where is this picture taken?,On street.,A ina aka ɗauki wannan hoton?,A titi.,362,2381488
980,What is being worn on the man's head?,Goggles.,Menene sake a kan mutumin?,Tabarau.,2319,2370772
981,How many lights are on the stand?,Three.,Futulu nawa ne akan stand?,Uku.,2495,2342612
982,Where is the person sitting?,On a horse.,Ina mutumin yake zaune?,A kan doki.,266,2323851
983,Where was the picture taken?,Tennis court.,A ina aka ɗauka hoton?,Filin tanis.,1073,2332991
984,What is in the photo?,Bus.,Menene a cikin hoto?,Motar bas.,1860,2367979
985,Who is holding a shoulder bag?,The woman is holding the shoulder bag.,Wanene ke riƙe da jakar kafada?,Matar tana ratayi da jakar kafaɗa.,1819,2399639
986,What is this location?,Beach.,A ina ne nan?,Bakin teku.,650,2410401
987,What number of men are eating?,Three.,Mutane nawa ke cin abinci?,Uku.,2495,2374977
988,How many boys are running?,4,Yara maza nawa ke gudu?,4,28,2348221
989,Where are the bananas?,Box on ground.,Ina ayaba?,Acikin kwali aqasa.,452,2402947
990,How many ducks are there?,Five.,Agwagwi nawa ne a nan?,Biyar.,759,2415513
991,Where is the picture taken?,Beach.,A ina aka ɗauki hoton?,A bakin teku.,58,2382154
992,Where are the sheep?,Beside the road.,Ina tumaki?,Kusa da titi.,1588,2372734
993,How many players are there?,Three.,Nawane adadin'yan wasa a gurin?,Uku.,2495,2363784
994,What is mount to the oven?,A handle.,Menene Dutsen zuwa tanda?,Makama.,1782,2418158
995,When leave the girl continue?,When the people have crossed.,Yaushe ya bar yarinyar?,Lokacin da mutanen suke gama tsallakewa.,1694,2386512
996,Who is in the picture?,A Man.,Wanene a cikin hoton?,Mutum.,1898,2383581
997,What is on the person's back?,A skateboard.,Menene akan dawowar mutum?,Sikebod.,2239,2342996
998,Why is there a lighthouse?,To protect boats.,Me yasa akwai hasumiya mai fitila?,Ta kare jiragen ruwa.,2309,2381497
999,What discolour is the extensive At the end of the bed?,Yellow.,Abin da diski shine mafi yawan lokuta a ƙarshen gado?,Rawaya.,2025,2390397
1000,What are the subjects of this photograph?,Toilets.,Menene maudu'in wannan hoton?,Matsugunni.,1825,2331138
1001,How many cats are in the picture?,One.,Da yawa kuliyoyi suke a wannan hoton?,Ɗaya.,2716,2419249
1002,When will the truck driver remove the Mobile_River street sign?,When he leaves.,Yaushe direban motar zai cire alamar titi_rover titi?,Sanda ya tafi.,2166,2391518
1003,Why exist the sheep along the ground?,Sleeping.,Me ya sa kuke a tumaki a ƙasa?,Bacci.,645,2321131
1004,What color is the grass?,Green.,Wani launi ne da ciyawan?,Kore.,1530,2406991
1005,What vehicle are the human walking beside?,Train.,Wane abin hawa ne na mutum a kusa da?,Jirgin ƙasa.,1376,2418430
1006,What three colors is the plane?,"Grey, red and blue.",Menene launin guda uku a jikin jirgin saman?,"Toka, ja da shuɗi.",2424,2411026
1007,What are the men playing?,Baseball.,Wanne wasa mazan suke?,Bezbal.,742,2347209
1008,Who is holding umbrella?,Man.,Wanene yake riƙe laima?,Mutumin.,1923,2340098
1009,What is on the back of the moped?,An engine.,Menene akan bayan mashin?,Inji.,1293,2389974
1010,Where is this shot?,Street.,A ina aka ɗauki wannan?,Titi.,2417,2377846
1011,What color is the broccoli?,Green.,Menene launin brokoli?,Kore.,1530,2336726
1012,Where is the train?,On the track.,Ina jirgin ƙasan?,Akan hanyar jirgin ƙasa.,499,2332518
1013,What type of fence is around the park?,Chain link.,Wani irin shinge ne a zagaye da wurin wasan?,Mar sarƙa.,1789,2346675
1014,What vividness are the bedsheets?,White.,Wane masoshi ne gadoji?,Fari.,1039,2419260
1015,When was the photo taken?,During the day.,Yaushe ne aka dauki hoto?,Da rana.,860,2378419
1016,What is this a exposure of?,Street sign.,Menene wannan fallasa?,Alamar titi.,555,2362098
1017,How many people?,Four.,Mutane nawa?,Hudu.,1272,2419364
1018,What is in the photo?,Giraffes.,Menene a cikin hoto?,Raƙuman dawa.,2028,2349358
1019,What is behind the train?,Trees.,Menene a bayan jirgin?,Bishiyu.,758,2404191
1020,Who is looking at the blue sign?,The photographer.,Wanene yake kallon Shuɗiyar alamar?,Mai daukan hoton.,1749,2361119
1021,What exist hanging on the side of the boat?,Flags.,Me ke faruwa a gefen jirgin?,Tutoci.,2489,2418899
1022,What color is the truck?,Green.,Wane launi ne motar?,Kore.,1530,2406263
1023,How many dogs are pictured?,One.,An nuna karnuka nawa?,Ɗaya.,2716,2418482
1024,Who is on the wave?,The guy.,Waye acikin igiyar ruwa?,Sauraye.,2185,2334264
1025,What is the food on?,Plate.,Akan me abuncin yake?,Faranti.,1011,2398788
1026,What color is the table mat?,Red.,Meye launin tabarmar kan tebur?,Ja.,1321,2384725
1027,How many balls?,1,Kwallon nawa ne?,1,8,2402676
1028,What color be the bed?,Brown.,Wane launi ne gado?,Ruwan ƙasa-ƙasa.,2104,2342909
1029,World_Health_Organization constitute wearing sunglasses?,Two people.,World_health_oranibigilation ya zama sanye da tabarau?,Mutane biyu.,1879,2343935
1030,What is on the girl's head?,A hat.,Menene akan yarinyan?,Hula.,1273,2392832
1031,How many black cows are there?,One.,Da yawa shanu baƙar fata akwai?,Ɗaya.,2716,2343260
1032,What color are the cabinets?,They are white.,Wane launi ne ɗakunan ajiya?,Farare ne.,1019,2383417
1033,What is lining the side of the food?,Cucumbers.,Menene jeje a gefen abincin?,Kwakwamba.,1601,2375728
1034,What line is on the road?,White double line.,Wane layi yake a hanya?,Farin layi biyu.,1055,2366233
1035,How many slices of pizza are missing from the pizza in the foreground?,1,Yankan fizza guda nawa ne babu daga cikin fizzan na saman?,1,8,2355904
1036,What color are the buttons on the phone?,Silver.,Meye launin jikin madannan wayar?,Launin azurfa.,1653,2318020
1037,What is the boy doing?,Yawning.,Me yaron yake yi?,Hamma.,1217,2336518
1038,How many sheep?,4,Tumaki nawa?,4,28,2330773
1039,When constitute the photo taken?,Daytime.,A lokacin da aka dauki hoto?,Da rana.,860,2363955
1040,What colouration is the cloth on the small table?,White.,Wane abu ne mai laushi a kan ƙaramin tebur?,Fari.,1039,2373171
1041,What is he doing?,Playing.,Me yake yi?,Wasa.,2526,2418553
1042,What is beside the bus?,A sidewalk.,Menene gefen motar?,Hanyar tafiya.,1232,2419278
1043,What condition is the frisbee?,Round.,Wane yanayi ne frisbee?,Zagaye.,2664,2374728
1044,How many people are there?,Two.,Mutane nawa ne a wurin?,Biyu.,761,2356292
1045,What is against the wall?,Vending machines.,Menene a kusa da bangon?,Injin sayarwa.,1294,2318244
1046,Who is in the photo?,No one.,Wanene a hoton?,Babu kowa.,638,2329989
1047,How many women are in focus?,One.,Nawane adadin matan da aka ɗauka?,Ɗaya.,2716,2331786
1048,Where is the white sheet?,On the bed.,Ina fararen takarda?,A kan gadon.,271,2373313
1049,Where is the cover?,On the bed.,Ina zanin gado?,Kan gado.,1419,2341945
1050,What colour is the vegetation?,Green.,Wani launi ne da tsirrai?,Kore.,1530,2342023
1051,Who is on the train?,People.,Wake cikin jirgin ƙasan?,Mutane.,1886,2362684
1052,Where was the photo taken?,Train station.,A ina aka ɗauka hoton?,Tashar jirgin ƙasa.,2385,2416902
1053,What does the shirtless man have in hand?,Toothbrush.,Me mutumi marar riga yake dashi a hannu?,Buroshin haƙori.,775,2376101
1054,What is on the tower?,A clock.,Menene kan hasumiya?,Agogo.,459,2352633
1055,How many tennis players are there?,Two.,Sunawane 'yan wasan kwallon tanis?,Biyu.,761,2356034
1056,What phone number is along the sign?,512257 SAVE.,Wane lambar waya ke tare da alamar?,512257 SAVE.,32,2377846
1057,What coloration represent the cloth put on the back of totally the chairs?,Orange.,Wadanne kayan kwalliya suna wakiltar mayafin ya sanya a bayan kujeru gaba ɗaya?,Ruwan lemo.,2075,2365834
1058,Where is the man's glove?,On his hand.,Ina safar hannun mutumin?,A hannun shi.,225,2324218
1059,When was this photo taken?,Daytime.,Da yaushe aka ɗauki wannan hoton?,Da rana.,860,2342365
1060,What is on the horses head?,Mane.,Mene akan dakuna?,Geza.,1165,2363124
1061,How many chairs are pictured?,1,Kujeru nawa aka nuna?,1,8,2392410
1062,Where is this taken?,Kitchen table.,A ina aka ɗauki wannan?,Tebur din ɗakin girki.,2405,2351039
1063,What kind of drink is the man on the right holding?,Red Bull.,Wanne irin abun sha mutumin dake hannun dama yake riƙe dashi?,Red bull.,2032,2401685
1064,When was the man smiling?,While he was wearing a white button down shirt.,Da yaushe mutumin yake murmushi?,A sanda yake sanye da farar riga me maballi.,347,2345690
1065,What comprise the man standing on?,Sand.,Me ya shafi mutumin yana tsaye?,Ƙasa.,2752,2419392
1066,Where was the picture taken?,Mountain.,A ina aka ɗauka hoton?,Dutse mai tudu.,993,2370772
1067,How many people are standing on the sand?,Four.,Mutane nawa ne suke tsaye akan yashi?,Huɗu.,1280,2349168
1068,Who types on the keyboard?,The computer user.,Wanene yake rubutu a keyboard?,Mai amfani da kwamfuta.,1747,2342072
1069,What cost the giraffes doing?,Standing.,Me kudin giraffes yake yi?,Tsayuwa.,2454,2418742
1070,How is the weather?,Cloudy.,Yaya yanayin?,Hadari.,1214,2397531
1071,What fauna is shown?,A cat.,Wane Fauna aka nuna?,Mage.,1739,2348828
1072,Where is the photographer?,In front of the blue sign.,Ina mai ɗaukan hoton yake?,A gaban shuɗiyar alama.,182,2361119
1073,What embody turned on?,The desk lamp.,Wane tsari ya kunna?,Futular kan tebur.,1116,2362257
1074,What color is the sky?,Blue.,Menene launin sama?,Shuɗi.,2230,2377309
1075,What is on the floor?,Shoes.,Menene a ƙasa?,Takalma.,2336,2329954
1076,What vividness are the boy's shoes?,Black.,Wane tabbatacce ne takalmin saurayin?,Baƙi.,729,2419105
1077,Who photographed the grazing zebra?,A tourist visiting a national park.,Waya dauki hotun jakin dawan dayake kiwo?,Mezuwa yawan budi ido a wurin shaƙatawa na ƙasa.,1854,2364813
1078,What is the long hand on?,34,Menene dogon hannu?,34,27,2321802
1079,How many dogs are in the picture?,One.,Karnika nawa ne a hoton?,Ɗaya.,2716,2346613
1080,What fill_in is the inwardly of car?,Gray.,Abin da yake cike da motar motar?,Ruwan toka.,2087,2419067
1081,Why is the bus tall?,It's a double decker.,Meyasa bas take da tsawo?,Me hawa biyu ce.,1846,2391354
1082,What exist string_up on the woman's shoulder?,Purse.,Abin da ya kasance ya kasance a kafada na mace?,Ƙaramar jaka.,2732,2377491
1083,When constitute the picture taken?,Daytime.,Lokacin da aka ɗauki hoton?,Da Rana.,838,2325788
1084,When was photo taken?,At sunset.,Yaushe aka ɗauka hoton?,Da faɗuwan rana.,847,2336834
1085,What constitute to the bequeath of the man?,A trash can.,Wane abu ne ga mai ɗaukar mutum?,Kwandon zuba shara.,1624,2370620
1086,What is the girl seated side_by_side to?,A table.,Menene yarinyar ta zauna a gefe_by_da?,Tebur.,2407,2415249
1087,What is the floor made of?,Tiles.,Menene kasan da aka yi?,Tayel.,2398,2318585
1088,When was this pic taken?,During the day.,Yaushe aka ɗauki wannan hoton?,Da rana.,860,2419221
1089,What is the horse doing?,Jumping.,Me dokin yakeyi?,Yin tsalle.,2655,2359586
1090,What is the subject of the photo?,Cat.,Mene yaja hankalin hotan?,Mage.,1739,2383842
1091,What color is the shield on top of the misty dawn?,Red.,Menene launin garkuwar da ke kan misty dawn?,Ja.,1321,2409599
1092,What exist the coloring_material of the table?,Brown.,Abin da ya fice launi kayan tebur?,Ruwan ƙasa.,2105,2418519
1093,What color are the zebras?,Black and white.,Menene launin jakunan dawan?,Baƙi da fari.,723,2358019
1094,What is on the plate?,Hotdogs.,Menene akan faranatin?,Hot dogs.,1265,2364594
1095,What color is the wall?,Gold and cream.,Wane launi ne bango?,Ruwan gwal da ruwan madara.,2063,2418704
1096,What beast is this?,Cat.,Wane dabba ne wannan?,Kuliya.,1552,2418141
1097,What vehicles are shown?,Airplanes.,Wanne abin hawa ake nuna?,Jirgin sama.,1374,2402526
1098,Where constitute the cars?,Behind the fence.,Inda ya zama motocin?,A bayan shinge.,82,2405604
1099,What color is the whizzo box?,Red and yellow.,Wane launi ne akwatin gidan Whizzo?,Ja da ɗorawa.,1316,2382724
1100,Where is the ovalbumin wall?,Behind the tv.,Ina bangon Ovalbumin?,Bayan talabijin.,708,2398626
1101,What color is the plate on the bottom?,Clear.,Mene launin fatantin dake ƙasa?,Garai-garai.,1141,2354781
1102,What is the small zebra doing?,It's standing.,Me karamin jakin dawan yakeyi?,Yana tsaye.,2612,2401272
1103,Where is the slice of pizza?,On the plate.,Ina yankin fizza ɗin?,A kan farantin.,269,2401948
1104,What is around the heater?,Fence.,Me ke kusa da mai hita?,Katanga.,1477,2418744
1105,What is the flip like?,Overcast.,Menene mabuɗin?,A rufe.,333,2379652
1106,How are the cover positioned?,Adjacent to the horses.,Yaya aka sanya murfin?,Kusa da dawakan.,1565,2418699
1107,What is the main color of the field?,Green.,Menene jigon launin Filin?,Kore.,1530,2411285
1108,How many men equal Hoosier_State the photo?,Two.,MUTANE MUTANE DUK REOSOIER_STATE Hoton?,Biyu.,761,2316861
1109,What is hanging of the train?,Many people.,Menene yake riƙe da jirgin ƙasan?,Mutane dayawa.,1881,2393860
1110,What comprise the bleachers stool of?,Stone.,Me ya hada da masu amfani da belachers?,Dutse.,995,2398411
1111,What is in the background?,A shadow of a person.,Menene a bango?,Inuwar mutum.,1298,2419443
1112,Where is the island?,In the distance.,Ina tsuburin yake?,A can baya.,90,2372900
1113,What is on the beach?,Rocks.,Menene a bakin tekun?,Duwatsu.,997,2318639
1114,What kind of pants are the boys wearing?,Jeans.,Wadanne irin wando ne boys?,Jeans.,1350,2405604
1115,What is the name on the sign?,Chain Reaction.,Wani suna ne a jikin alamar?,Chain Reaction.,786,2391698
1116,What is the route that starts with H?,Hollywood Blvd.,Menene hanyar da ta fara da H?,Hollywood Blvd.,1260,2419494
1117,What color is the sign?,Green and gold.,Wana launine alamar?,Kore da ruwan gwal.,1525,2381478
1118,Where is the baby sitting?,In a booth.,A ina jaririn yake zaune?,A rumfa.,334,2348986
1119,What Energy the sign on the wall say?,Westin Hotels & Resorts.,Wane makamashi Alamar a jikin bango ya ce?,Westin Hotels & Resorts.,2555,2405411
1120,When was this moving_picture taken?,During the day.,Yaushe wannan motsi ke motsawa?,Da rana.,860,2419357
1121,What's the number of giraffes in the picture?,2,Raƙumin dawa nawa ne a hoton?,2,20,2401712
1122,How many risque bibs are visible?,One.,YADDA AKAN YAYA NE A CIKIN SAUKI?,Ɗaya.,2716,2373259
1123,Where is the red_ink truck in the photo?,Far left.,Ina motar jan_no a cikin hoto?,Nesan hagu.,1955,2382006
1124,What color is the wall?,White.,Menene launin bangon?,Fari.,1039,2346840
1125,Who is wearing red?,Girl with long hair.,Wake sanye da jar riga?,Yarinya mai dogon gashi.,2634,2411204
1126,What is the person holding?,An umbrella.,Me matar take riƙe dashi?,Lema.,1677,2373265
1127,What color are the clouds?,Gray.,Menene launin hadari?,Ruwan toka.,2087,2318370
